Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),AC System Output (W),Ambient Temperature (C),Wind Speed (m/s),Cell Temperature (C)
12,693,205,830.607,2395.605,25.352,1,51.822
13,648,192,701.455,2059.768,24.902,1,47.663
14,557,166,512.974,1536.193,23.936,1,40.889
15,392,121,288.89,862.651,22.39,1,31.919
16,0,34,37.592,109.148,19.885,1,20.367
17,0,0,0,0,18.739,2,18.739
18,0,0,0,0,17.975,1,17.975
19,0,0,0,0,17.321,1,17.321
20,0,0,0,0,16.717,1,16.717
21,0,0,0,0,16.251,1,16.251
22,0,0,0,0,15.962,1,15.962
23,0,0,0,0,15.57,1,15.57
0,0,0,0,0,15.203,1,15.203
1,0,0,0,0,14.811,1,14.811
2,0,0,0,0,14.431,1,14.431
3,0,0,0,0,13.946,1,13.946
4,0,0,0,0,13.226,1,13.226
5,0,0,0,0,12.805,1,12.805
6,0,2,1.89,0,13.911,1,11.449
7,220,110,235.247,760.547,16.894,1,22.251
8,512,153,529.504,1647.061,20.049,1,35.582
9,624,184,727.234,2170.081,22.844,1,45.229
10,681,201,844.422,2506.571,24.15,2,46.526
11,702,208,879.213,2586.004,24.754,2,48.285
12,691,205,828.943,2450.4,24.767,2,47.171
13,647,192,701.094,2104.809,24.276,2,43.409
14,558,166,514.147,1567.781,23.256,2,37.343
15,395,122,291.76,874.711,21.606,1,31.232
16,0,35,38.999,114.483,19.048,1,19.572
17,0,0,0,0,17.974,1,17.974
18,0,0,0,0,17.228,1,17.228
19,0,0,0,0,16.557,1,16.557
20,0,0,0,0,15.974,1,15.974
21,0,0,0,0,15.468,1,15.468
22,0,0,0,0,15.045,1,15.045
23,0,0,0,0,14.724,1,14.724
0,0,0,0,0,14.402,1,14.402
1,0,0,0,0,14.059,2,14.059
2,0,0,0,0,13.625,2,13.625
3,0,0,0,0,13.156,2,13.156
4,0,0,0,0,12.821,2,12.821
5,0,0,0,0,12.566,2,12.566
6,0,1,0.945,0,13.729,2,11.724
7,117,106,172.532,564.531,16.581,2,19.397
8,512,153,528.663,1668.526,19.73,2,32.605
9,614,189,720.044,2196.467,22.144,2,40.933
10,669,208,840.501,2504.751,23.488,2,45.773
11,697,213,879.644,2593.792,24.253,2,47.804
12,696,205,833.24,2465.306,24.473,2,46.995
13,653,192,705.922,2120.282,24.047,2,43.32
14,563,167,518.709,1582.734,23.02,2,37.242
15,400,122,294.162,882.837,21.327,1,31.05
16,0,36,40.418,119.591,18.679,1,19.254
17,0,0,0,0,17.637,1,17.637
18,0,0,0,0,16.961,1,16.961
19,0,0,0,0,16.207,2,16.207
20,0,0,0,0,15.515,2,15.515
21,0,0,0,0,14.915,2,14.915
22,0,0,0,0,14.315,2,14.315
23,0,0,0,0,13.812,2,13.812
0,0,0,0,0,13.369,3,13.369
1,0,0,0,0,12.971,3,12.971
2,0,0,0,0,12.536,3,12.536
3,0,0,0,0,12.146,3,12.146
4,0,0,0,0,11.873,3,11.873
5,0,0,0,0,11.654,2,11.654
6,0,1,0.945,0,12.978,2,10.954
7,306,97,270.051,868.519,16.202,1,22.664
8,514,153,529.185,1651.151,19.208,1,34.904
9,627,185,728.982,2178.871,22.443,1,44.893
10,685,202,847.75,2464.581,24.036,1,50.474
11,707,208,883.114,2537.676,24.868,1,52.661
12,696,205,833.345,2405.721,25.081,1,51.648
13,651,192,704.892,2071.303,24.667,1,47.546
14,561,167,518.214,1553.224,23.68,1,40.807
15,398,122,293.956,879.677,22.036,1,31.745
16,2,36,40.812,119.923,19.575,1,20.181
17,0,0,0,0,18.753,1,18.753
18,0,0,0,0,18.11,1,18.11
19,0,0,0,0,17.574,1,17.574
20,0,0,0,0,17.129,0,17.129
21,0,0,0,0,16.718,0,16.718
22,0,0,0,0,16.19,0,16.19
23,0,0,0,0,15.675,1,15.675
0,0,0,0,0,15.153,1,15.153
1,0,0,0,0,14.5,1,14.5
2,0,0,0,0,14.01,1,14.01
3,0,0,0,0,13.662,2,13.662
4,0,0,0,0,13.396,2,13.396
5,0,0,0,0,13.182,2,13.182
6,0,1,0.945,0,14.416,2,12.429
7,296,95,262.289,838.741,17.495,1,23.721
8,502,151,518.035,1609.732,20.392,1,35.696
9,615,183,716.388,2130.839,23.837,1,45.828
10,673,200,834.477,2413.621,25.497,1,51.442
11,695,207,871.084,2489.045,26.391,1,53.717
12,684,204,822.308,2359.503,26.658,1,52.788
13,639,191,695.424,2029.54,26.365,1,48.857
14,549,165,509.845,1517.679,25.38,1,42.174
15,386,121,288.754,858.152,23.791,1,33.293
16,3,37,42.448,123.919,21.631,1,22.314
17,0,0,0,0,20.96,2,20.96
18,0,0,0,0,20.333,2,20.333
19,0,0,0,0,19.663,2,19.663
20,0,0,0,0,18.916,1,18.916
21,0,0,0,0,18.277,1,18.277
22,0,0,0,0,17.975,1,17.975
23,0,0,0,0,17.882,0,17.882
0,0,0,0,0,17.725,0,17.725
1,0,0,0,0,17.485,0,17.485
2,0,0,0,0,16.855,0,16.855
3,0,0,0,0,16.098,1,16.098
4,0,0,0,0,15.521,1,15.521
5,0,0,0,0,15.201,2,15.201
6,0,1,0.945,0,16.242,2,14.305
7,278,92,249.47,796.85,18.833,2,23.77
8,483,148,501.102,1551.592,21.644,1,36.366
9,597,180,697.965,2114.593,24.157,2,42.259
10,658,198,818.609,2423.643,25.423,2,47.037
11,682,205,857.153,2511.677,26.151,2,49.017
12,676,202,813.659,2391.935,26.336,2,48.245
13,635,190,691.878,2062.885,25.965,2,44.776
14,549,165,510.538,1544.807,25.059,2,38.998
15,389,121,290.422,872.44,23.457,2,31.182
16,6,38,44.517,131.057,20.894,2,21.293
17,0,0,0,0,19.721,2,19.721
18,0,0,0,0,18.935,2,18.935
19,0,0,0,0,18.214,2,18.214
20,0,0,0,0,17.588,2,17.588
21,0,0,0,0,17.086,2,17.086
22,0,0,0,0,16.65,1,16.65
23,0,0,0,0,16.227,1,16.227
0,0,0,0,0,15.807,1,15.807
1,0,0,0,0,15.407,2,15.407
2,0,0,0,0,15.064,2,15.064
3,0,0,0,0,14.739,2,14.739
4,0,0,0,0,14.483,2,14.483
5,0,0,0,0,14.342,1,14.342
6,0,1,0.945,0,15.349,1,12.906
7,217,106,227.489,729.758,18.252,1,23.372
8,499,150,513.334,1594.076,20.764,1,35.768
9,613,182,712.182,2116.073,24.176,1,46.016
10,672,200,832.544,2407.788,25.585,1,51.457
11,694,207,869.836,2488.536,26.192,1,53.489
12,684,204,822.708,2364.871,26.301,1,52.458
13,641,191,697.936,2041.196,25.885,1,48.47
14,552,166,514.056,1533.523,24.882,1,41.823
15,391,122,292.947,873.321,23.216,1,32.866
16,7,39,46.179,136.331,20.779,1,21.585
17,0,0,0,0,19.772,1,19.772
18,0,0,0,0,19.155,1,19.155
19,0,0,0,0,18.76,1,18.76
20,0,0,0,0,18.419,1,18.419
21,0,0,0,0,18.218,0,18.218
22,0,0,0,0,17.845,0,17.845
23,0,0,0,0,17.05,1,17.05
0,0,0,0,0,16.209,1,16.209
1,0,0,0,0,15.597,2,15.597
2,0,0,0,0,15.282,2,15.282
3,0,0,0,0,15.072,2,15.072
4,0,0,0,0,14.94,2,14.94
5,0,0,0,0,14.847,2,14.847
6,0,1,0.945,0,16.026,2,14.082
7,279,92,249,791.249,18.878,1,24.695
8,487,148,502.298,1555.56,21.52,1,36.277
9,603,181,702.368,2083.097,24.871,1,46.364
10,663,198,822.042,2369.044,26.628,1,52.121
11,686,205,860.459,2453.145,27.194,1,54.14
12,677,203,816.007,2337.864,27.189,1,53.079
13,635,190,692.968,2020.602,26.661,1,49.046
14,547,165,510.832,1519.249,25.643,1,42.448
15,388,121,291.126,864.511,24.132,1,33.707
16,9,41,49.587,146.653,21.835,1,22.768
17,0,0,0,0,21.087,1,21.087
18,0,0,0,0,20.697,1,20.697
19,0,0,0,0,20.299,0,20.299
20,0,0,0,0,20.019,0,20.019
21,0,0,0,0,19.626,0,19.626
22,0,0,0,0,19.158,0,19.158
23,0,0,0,0,18.779,0,18.779
0,0,0,0,0,18.523,0,18.523
1,0,0,0,0,18.294,0,18.294
2,0,0,0,0,17.829,0,17.829
3,0,0,0,0,17.431,1,17.431
4,0,0,0,0,16.904,1,16.904
5,0,0,0,0,16.583,1,16.583
6,0,0,0,0,17.232,1,17.232
7,268,90,240.869,765.39,18.985,1,24.542
8,475,146,491.309,1527.773,21.012,1,35.415
9,590,179,685.203,2050.289,23.638,1,44.651
10,651,196,808.943,2364.34,24.295,1,49.489
11,574,271,828.51,2409.536,24.284,1,50.487
12,488,278,734.332,2102.228,23.858,0,53.336
13,623,188,682.477,1971.037,23.397,0,50.857
14,537,164,504.702,1484.557,22.919,0,44.614
15,380,120,287.387,846.628,22.027,0,35.408
16,27,46,64.891,193.619,20.783,0,24.079
17,0,0,0,0,20.631,0,20.631
18,0,0,0,0,20.313,0,20.313
19,0,0,0,0,19.932,0,19.932
20,0,0,0,0,19.628,0,19.628
21,0,0,0,0,19.362,0,19.362
22,0,0,0,0,19.008,0,19.008
23,0,0,0,0,18.593,1,18.593
0,0,0,0,0,17.974,1,17.974
1,0,0,0,0,17.448,1,17.448
2,0,0,0,0,16.869,1,16.869
3,0,0,0,0,16.332,1,16.332
4,0,0,0,0,16.04,1,16.04
5,0,0,0,0,15.979,1,15.979
6,0,0,0,0,16.902,1,16.902
7,175,103,202.578,650.129,18.758,1,23.082
8,479,147,494.395,1541.321,20.546,1,34.88
9,592,179,686.173,2001.988,23.235,0,49.459
10,652,197,810.481,2294.441,24.476,0,55.416
11,675,204,849.44,2374.337,25.093,0,57.755
12,666,201,805.239,2340.76,24.68,1,50.381
13,52,254,305.313,953.144,24.243,1,35.561
14,95,228,302.632,937.018,23.868,0,36.237
15,0,52,49.751,146.758,22.897,0,25.771
16,0,12,11.365,19.05,21.265,0,18.849
17,0,0,0,0,20.718,1,20.718
18,0,0,0,0,20.292,1,20.292
19,0,0,0,0,19.835,1,19.835
20,0,0,0,0,19.532,0,19.532
21,0,0,0,0,19.309,0,19.309
22,0,0,0,0,19.116,0,19.116
23,0,0,0,0,18.87,0,18.87
0,0,0,0,0,18.605,0,18.605
1,0,0,0,0,18.042,0,18.042
2,0,0,0,0,17.603,0,17.603
3,0,0,0,0,17.255,0,17.255
4,0,0,0,0,16.905,0,16.905
5,0,0,0,0,16.574,0,16.574
6,0,0,0,0,17.165,0,17.165
7,269,89,239.306,753.469,18.914,0,26.241
8,481,147,495.037,1502.471,21.627,0,40.195
9,598,180,695.3,2015.223,24.24,0,50.698
10,660,198,818.193,2378.219,25.071,1,50.517
11,684,205,858.533,2471.827,25.33,1,52.321
12,676,203,816.145,2363.155,25.107,1,51.113
13,477,248,632.718,1882.682,24.61,1,45.41
14,273,236,422.471,1311.34,23.845,2,35.373
15,394,123,297.536,900.772,22.539,2,30.167
16,17,44,59.153,178.522,20.867,2,21.688
17,0,0,0,0,20.015,2,20.015
18,0,0,0,0,19.278,2,19.278
19,0,0,0,0,18.593,1,18.593
20,0,0,0,0,17.894,1,17.894
21,0,0,0,0,17.306,1,17.306
22,0,0,0,0,16.625,1,16.625
23,0,0,0,0,16.238,1,16.238
0,0,0,0,0,16.044,1,16.044
1,0,0,0,0,15.77,1,15.77
2,0,0,0,0,15.209,1,15.209
3,0,0,0,0,14.709,1,14.709
4,0,0,0,0,14.284,1,14.284
5,0,0,0,0,13.885,1,13.885
6,0,0,0,0,14.638,1,14.638
7,282,91,247.417,792.37,16.955,1,22.696
8,500,149,509.213,1555.446,19.764,0,38.918
9,619,183,714.582,2140.302,22.466,1,44.43
10,681,201,839.436,2446.199,23.848,1,50.016
11,705,208,880.491,2534.112,24.663,1,52.367
12,697,206,837.456,2418.343,24.922,1,51.6
13,655,193,713.667,2095.992,24.571,1,47.713
14,569,169,531.155,1591.847,23.564,1,41.103
15,410,125,306.749,920.572,21.852,1,32.011
16,20,45,61.452,186.832,19.213,1,20.555
17,0,0,0,0,17.993,2,17.993
18,0,0,0,0,17.094,2,17.094
19,0,0,0,0,16.325,2,16.325
20,0,0,0,0,15.635,1,15.635
21,0,0,0,0,14.96,1,14.96
22,0,0,0,0,14.344,1,14.344
23,0,0,0,0,13.802,1,13.802
0,0,0,0,0,13.328,1,13.328
1,0,0,0,0,12.924,1,12.924
2,0,0,0,0,12.627,1,12.627
3,0,0,0,0,12.389,1,12.389
4,0,0,0,0,12.254,1,12.254
5,0,0,0,0,12.437,1,12.437
6,0,0,0,0,13.193,1,13.193
7,233,97,222.836,720.191,15.887,1,20.823
8,478,160,506.091,1586.728,18.955,1,33.758
9,626,181,717.483,2187.348,22.309,2,40.962
10,690,202,848.065,2516.448,24.125,2,46.564
11,713,209,888.759,2605.867,25.108,2,48.865
12,703,207,844.029,2481.816,25.412,2,48.184
13,659,194,718.469,2144.433,25.044,2,44.626
14,572,169,533.796,1620.252,24.005,2,38.629
15,413,126,309.73,937.745,22.052,2,30.356
16,9,42,50.787,153.208,19.078,2,19.675
17,0,0,0,0,17.599,2,17.599
18,0,0,0,0,16.548,2,16.548
19,0,0,0,0,15.706,2,15.706
20,0,0,0,0,15.019,2,15.019
21,0,0,0,0,14.386,2,14.386
22,0,0,0,0,13.808,2,13.808
23,0,0,0,0,13.264,2,13.264
0,0,0,0,0,12.768,2,12.768
1,0,0,0,0,12.319,2,12.319
2,0,0,0,0,11.854,2,11.854
3,0,0,0,0,11.423,2,11.423
4,0,0,0,0,11.055,2,11.055
5,0,0,0,0,10.758,2,10.758
6,0,0,0,0,11.726,2,11.726
7,228,96,218.927,714.601,14.544,2,18.602
8,497,149,505.865,1593.65,17.869,1,32.669
9,617,182,710.759,2144.992,21.047,1,42.95
10,681,201,838.847,2455.541,22.973,1,49.16
11,700,210,878.28,2534.508,24.201,1,51.873
12,690,209,835.515,2417.799,24.58,1,51.218
13,659,194,719.231,2114.54,24.229,1,47.535
14,573,169,535.286,1606.369,23.219,1,40.912
15,310,156,306.793,936.475,21.446,1,31.629
16,11,44,54.237,164.968,18.679,2,19.354
17,0,0,0,0,17.326,2,17.326
18,0,0,0,0,16.282,2,16.282
19,0,0,0,0,15.244,2,15.244
20,0,0,0,0,14.25,2,14.25
21,0,0,0,0,13.346,2,13.346
22,0,0,0,0,12.541,2,12.541
23,0,0,0,0,11.863,2,11.863
0,0,0,0,0,11.29,3,11.29
1,0,0,0,0,10.832,3,10.832
2,0,0,0,0,10.378,2,10.378
3,0,0,0,0,9.959,3,9.959
4,0,0,0,0,9.46,3,9.46
5,0,0,0,0,8.97,3,8.97
6,0,0,0,0,9.849,3,9.849
7,223,95,215.037,707.212,12.935,2,16.871
8,472,160,500.847,1609.488,16.32,2,28.646
9,625,181,715.543,2210.488,19.659,2,38.325
10,692,197,844.041,2539.135,21.467,2,43.907
11,719,204,889.135,2639.921,22.598,2,46.464
12,712,201,846.526,2517.44,23.09,2,46.021
13,661,194,721.515,2176.223,22.872,2,42.61
14,564,175,537.242,1648.795,21.814,2,36.578
15,363,142,310.785,959.044,19.749,2,28.097
16,15,46,61.819,192.09,16.666,2,17.527
17,0,0,0,0,15.37,2,15.37
18,0,0,0,0,14.491,2,14.491
19,0,0,0,0,13.682,3,13.682
20,0,0,0,0,12.972,3,12.972
21,0,0,0,0,12.337,3,12.337
22,0,0,0,0,11.786,3,11.786
23,0,0,0,0,11.352,3,11.352
0,0,0,0,0,10.936,3,10.936
1,0,0,0,0,10.613,3,10.613
2,0,0,0,0,10.247,3,10.247
3,0,0,0,0,9.943,3,9.943
4,0,0,0,0,9.696,3,9.696
5,0,0,0,0,9.486,3,9.486
6,0,0,0,0,10.589,3,10.589
7,245,95,225.201,735.993,13.851,2,18.074
8,501,148,506.108,1618.133,17.09,2,29.577
9,624,181,714.222,2200.583,20.215,2,38.847
10,692,197,843.833,2566.154,21.886,3,41.785
11,719,204,889.319,2674.883,22.77,3,43.956
12,690,210,837.612,2529.538,22.925,3,43.056
13,662,193,721.99,2181.842,22.509,2,42.244
14,567,174,538.892,1657.004,21.407,2,36.223
15,324,155,311.795,969.642,19.347,2,27.728
16,18,47,64.112,199.816,16.231,2,17.151
17,0,0,0,0,14.865,2,14.865
18,0,0,0,0,13.978,3,13.978
19,0,0,0,0,13.176,3,13.176
20,0,0,0,0,12.48,2,12.48
21,0,0,0,0,11.85,2,11.85
22,0,0,0,0,11.327,2,11.327
23,0,0,0,0,10.874,2,10.874
0,0,0,0,0,10.518,2,10.518
1,0,0,0,0,10.189,2,10.189
2,0,0,0,0,9.89,2,9.89
3,0,0,0,0,9.66,2,9.66
4,0,0,0,0,9.468,2,9.468
5,0,0,0,0,9.312,2,9.312
6,0,0,0,0,10.55,2,10.55
7,193,98,203.578,667.6,14.069,2,17.701
8,466,160,495.7,1587.453,17.181,2,29.325
9,597,187,695.32,2144.078,20.588,2,38.702
10,679,201,836.481,2507.875,22.418,2,44.575
11,718,204,888.646,2628.993,23.358,2,47.157
12,690,210,838.203,2489.835,23.559,2,46.265
13,624,209,711.754,2148.169,23.096,2,42.559
14,502,189,516.941,1591.998,21.979,2,36.192
15,293,159,304.772,950.092,19.778,2,27.901
16,0,36,39.61,118.346,16.558,2,16.783
17,0,0,0,0,15.178,2,15.178
18,0,0,0,0,14.282,2,14.282
19,0,0,0,0,13.524,2,13.524
20,0,0,0,0,12.86,2,12.86
21,0,0,0,0,12.222,2,12.222
22,0,0,0,0,11.605,2,11.605
23,0,0,0,0,11.084,2,11.084
0,0,0,0,0,10.615,2,10.615
1,0,0,0,0,10.18,2,10.18
2,0,0,0,0,9.817,2,9.817
3,0,0,0,0,9.589,2,9.589
4,0,0,0,0,9.46,2,9.46
5,0,0,0,0,9.445,2,9.445
6,0,0,0,0,10.664,2,10.664
7,189,98,201.404,659.079,13.902,1,18.115
8,474,158,498.195,1579.984,16.782,1,31.295
9,614,182,706.361,2173.925,20.671,2,39.068
10,605,228,797.421,2400.82,22.595,2,43.814
11,681,222,874.478,2591.336,23.531,2,46.866
12,602,246,800.358,2387.304,23.806,2,45.535
13,626,209,714.083,2176.669,23.486,3,40.622
14,480,202,514.531,1596.043,22.501,3,34.902
15,269,160,296.561,923.656,20.626,2,28.523
16,0,38,42.377,127.302,17.579,2,17.87
17,0,0,0,0,16.208,2,16.208
18,0,0,0,0,15.288,2,15.288
19,0,0,0,0,14.451,2,14.451
20,0,0,0,0,13.765,2,13.765
21,0,0,0,0,13.44,1,13.44
22,0,0,0,0,13.405,1,13.405
23,0,0,0,0,13.2,0,13.2
0,0,0,0,0,12.957,0,12.957
1,0,0,0,0,12.621,1,12.621
2,0,0,0,0,12.274,1,12.274
3,0,0,0,0,11.87,1,11.87
4,0,0,0,0,11.364,1,11.364
5,0,0,0,0,11.05,1,11.05
6,0,0,0,0,12.072,1,12.072
7,233,94,217.304,703.084,15.252,1,20
8,495,148,500.373,1572.913,18.38,1,32.998
9,619,182,709.906,2131.517,22.105,1,43.916
10,683,201,839.756,2498.842,23.797,2,46.024
11,708,209,885.49,2604.756,24.577,2,48.255
12,692,210,841.195,2483.804,24.695,2,47.419
13,661,195,726.042,2174.516,24.245,2,44.032
14,545,182,537.074,1639.092,23.2,2,37.946
15,304,160,311.012,961.394,21.326,2,29.675
16,6,45,54.127,166.001,18.282,2,18.96
17,0,0,0,0,16.884,2,16.884
18,0,0,0,0,15.887,2,15.887
19,0,0,0,0,14.966,2,14.966
20,0,0,0,0,14.229,1,14.229
21,0,0,0,0,13.825,1,13.825
22,0,0,0,0,13.715,1,13.715
23,0,0,0,0,13.441,1,13.441
0,0,0,0,0,13.144,1,13.144
1,0,0,0,0,12.765,1,12.765
2,0,0,0,0,12.416,1,12.416
3,0,0,0,0,12.13,1,12.13
4,0,0,0,0,11.885,1,11.885
5,0,0,0,0,11.678,1,11.678
6,0,0,0,0,12.739,1,12.739
7,180,96,194.315,630.405,15.741,1,19.747
8,337,175,417.417,1328.474,18.662,1,30.661
