Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),AC System Output (W),Ambient Temperature (C),Wind Speed (m/s),Cell Temperature (C)
8,538,144,517.603,1563.601,21.503,0,40.76
9,668,175,744.225,2179.458,26.05,1,48.724
10,734,202,899.434,2538.431,28.328,1,55.969
11,763,211,961.862,2666.329,29.462,1,59.242
12,762,211,935.979,2597.237,29.703,1,59.007
13,732,202,827.095,2335.431,29.146,1,55.501
14,665,182,645.799,1873.039,27.78,1,48.854
15,459,180,413.53,1227.861,25.449,1,39.242
16,163,97,167.467,505.551,21.525,1,26.832
17,0,0,0,0,19.658,1,19.658
18,0,0,0,0,18.929,1,18.929
19,0,0,0,0,18.387,1,18.387
20,0,0,0,0,17.891,0,17.891
21,0,0,0,0,17.482,0,17.482
22,0,0,0,0,17.056,0,17.056
23,0,0,0,0,16.564,0,16.564
0,0,0,0,0,16.057,0,16.057
1,0,0,0,0,15.6,0,15.6
2,0,0,0,0,15.221,0,15.221
3,0,0,0,0,14.961,0,14.961
4,0,0,0,0,14.823,0,14.823
5,0,0,0,0,14.671,0,14.671
6,0,0,0,0,16.109,0,16.109
7,244,92,213.051,670.546,18.325,0,24.552
8,512,156,514.022,1550.022,22.212,0,41.221
9,664,182,748.949,2178.716,27.255,1,49.996
10,730,201,895.682,2513.618,29.514,1,57.004
11,759,211,959.284,2553.179,30.694,0,66.402
12,758,211,933.666,2574.761,30.975,1,60.128
13,729,202,825.984,2317.65,30.417,1,56.663
14,663,182,645.563,1862.193,28.893,1,49.911
15,541,148,418.913,1229.937,26.398,1,40.33
16,173,100,173.631,524.652,22.262,2,26.598
17,0,0,0,0,20.237,2,20.237
18,0,0,0,0,19.293,2,19.293
19,0,0,0,0,18.786,1,18.786
20,0,0,0,0,18.333,0,18.333
21,0,0,0,0,18.027,0,18.027
22,0,0,0,0,17.586,0,17.586
23,0,0,0,0,16.944,0,16.944
0,0,0,0,0,16.406,0,16.406
1,0,0,0,0,15.958,1,15.958
2,0,0,0,0,15.555,1,15.555
3,0,0,0,0,15.207,1,15.207
4,0,0,0,0,14.986,1,14.986
5,0,0,0,0,14.814,1,14.814
6,0,0,0,0,16.413,1,16.413
7,3,77,75.299,239.278,19.612,1,19.793
8,32,167,190.159,604.84,23.275,0,29.416
9,443,262,653.843,1890.751,28.037,0,51.274
10,102,335,439.666,1317.805,30.078,1,44.58
11,254,387,654.04,1903.045,30.877,1,50.573
12,495,322,812.129,2298.226,30.762,1,55.603
13,630,248,793.568,2295.754,29.951,2,51.123
14,593,201,620.547,1835.752,28.37,2,45.3
15,378,189,386.948,1169.409,26.008,2,36.574
16,40,89,123.7,388.079,22.115,2,25.007
17,0,0,0,0,20.14,2,20.14
18,0,0,0,0,19.507,2,19.507
19,0,0,0,0,19.238,1,19.238
20,0,0,0,0,19.134,1,19.134
21,0,0,0,0,19.061,1,19.061
22,0,0,0,0,18.78,1,18.78
23,0,0,0,0,18.353,1,18.353
0,0,0,0,0,17.994,1,17.994
1,0,0,0,0,17.734,1,17.734
2,0,0,0,0,17.623,1,17.623
3,0,0,0,0,17.518,1,17.518
4,0,0,0,0,17.44,1,17.44
5,0,0,0,0,17.45,0,17.45
6,0,0,0,0,18.842,0,18.842
7,123,96,157.259,495.872,20.883,0,24.788
8,203,198,342.788,1055.61,24.719,0,37.361
9,638,179,726.093,2048.513,29.403,0,55.69
10,704,199,871.943,2358.781,31.146,0,63.573
11,693,238,927.995,2467.063,32.013,0,66.636
12,733,208,910.42,2421.509,32.111,0,66.493
13,100,335,431.593,1277.688,31.513,1,46.795
14,637,179,627.225,1818.316,30.107,1,49.043
15,110,197,264.384,806.311,27.942,1,37.22
16,168,108,183.16,548.359,24.796,1,29.911
17,0,0,0,0,23.1,2,23.1
18,0,0,0,0,22.09,2,22.09
19,0,0,0,0,21.436,1,21.436
20,0,0,0,0,20.97,1,20.97
21,0,0,0,0,20.421,0,20.421
22,0,0,0,0,19.838,0,19.838
23,0,0,0,0,19.263,1,19.263
0,0,0,0,0,18.829,1,18.829
1,0,0,0,0,18.48,0,18.48
2,0,0,0,0,18.255,0,18.255
3,0,0,0,0,17.816,0,17.816
4,0,0,0,0,17.264,1,17.264
5,0,0,0,0,16.593,2,16.593
6,0,0,0,0,18.156,2,18.156
7,0,61,57.922,178.363,21.437,2,21.218
8,516,145,505.275,1555.229,25.24,2,37.122
9,637,179,725.902,2146.278,28.243,2,46.952
10,430,320,741.672,2172.272,29.573,2,49.257
11,103,374,486.407,1478.985,30.213,3,41.986
12,11,266,271.744,843.462,30.236,3,36.507
13,0,172,166.678,519.611,29.681,3,32.982
14,0,137,132.512,413.896,28.499,3,30.713
15,530,148,416.003,1247.129,26.661,2,36.477
16,205,103,182.347,543.558,23.408,2,27.98
17,0,0,0,0,21.601,2,21.601
18,0,0,0,0,20.662,2,20.662
19,0,0,0,0,19.935,2,19.935
20,0,0,0,0,19.321,1,19.321
21,0,0,0,0,18.814,1,18.814
22,0,0,0,0,18.409,1,18.409
23,0,0,0,0,18.087,1,18.087
0,0,0,0,0,17.806,1,17.806
1,0,0,0,0,17.567,1,17.567
2,0,0,0,0,17.326,1,17.326
3,0,0,0,0,17.074,1,17.074
4,0,0,0,0,16.881,1,16.881
5,0,0,0,0,11.381,0,11.381
6,0,0,0,0,12.891,0,12.891
7,373,82,266.814,842.544,14.759,0,23.152
8,627,129,564.798,1710.117,19.102,0,40.266
9,744,156,788.384,2267.64,22.288,0,52.082
10,805,172,936.044,2684.643,23.913,1,52.975
11,832,179,997.98,2814.309,24.926,1,56.104
12,832,179,971.827,2740.733,25.373,1,56.05
13,805,172,861.749,2468.507,25.193,1,52.851
14,745,157,680.163,1995.912,24.307,1,46.628
15,607,140,444.506,1340.961,22.542,2,34.797
16,300,96,190.069,560.369,19.393,2,24.226
17,0,0,0,0,17.637,2,17.637
18,0,0,0,0,16.444,2,16.444
19,0,0,0,0,15.36,2,15.36
20,0,0,0,0,14.582,1,14.582
21,0,0,0,0,13.915,1,13.915
22,0,0,0,0,13.133,1,13.133
23,0,0,0,0,12.32,2,12.32
0,0,0,0,0,11.602,2,11.602
1,0,0,0,0,11.012,3,11.012
2,0,0,0,0,10.475,3,10.475
3,0,0,0,0,10.05,3,10.05
4,0,0,0,0,9.711,2,9.711
5,0,0,0,0,9.582,2,9.582
6,0,0,0,0,11.675,2,11.675
7,334,88,255.802,818.318,14.941,1,20.932
8,618,125,555.048,1722.14,18.991,1,35.396
9,742,146,776.611,2307.969,21.997,1,45.907
10,810,157,920.509,2647.941,23.838,1,52.44
11,843,180,1010.731,2914.645,25.059,2,51.957
12,842,180,983.408,2833.564,25.609,2,52.071
13,815,173,872.326,2548.564,25.43,2,49.153
14,755,158,689.032,2055.982,24.481,2,43.435
15,609,142,448.274,1352.49,22.508,2,34.887
16,311,97,193.481,570.24,19.106,2,24.042
17,0,0,0,0,17.166,2,17.166
18,0,0,0,0,16.008,2,16.008
19,0,0,0,0,14.982,2,14.982
20,0,0,0,0,14.096,2,14.096
21,0,0,0,0,13.376,2,13.376
22,0,0,0,0,12.712,2,12.712
23,0,0,0,0,12.128,3,12.128
0,0,0,0,0,11.581,3,11.581
1,0,0,0,0,11.044,3,11.044
2,0,0,0,0,10.522,3,10.522
3,0,0,0,0,10.024,3,10.024
4,0,0,0,0,9.614,3,9.614
5,0,0,0,0,9.318,3,9.318
6,0,0,0,0,11.423,2,11.423
7,295,93,243.594,785.263,15.066,2,19.802
8,603,138,559.47,1736.671,18.929,1,35.412
9,760,142,787.585,2377.185,22.333,2,42.891
10,821,154,928.47,2726.757,23.928,2,48.531
11,837,164,983.706,2849.308,24.885,2,51.165
12,850,159,964.321,2792.406,25.215,2,51.166
13,825,154,861.345,2527.209,24.928,2,48.353
14,766,143,682.068,2043.529,23.836,2,42.606
15,598,143,444.847,1348.392,21.805,2,34.084
16,356,89,186.463,540.564,18.153,2,22.883
17,0,0,0,0,16.121,3,16.121
18,0,0,0,0,14.974,3,14.974
19,0,0,0,0,13.97,3,13.97
20,0,0,0,0,13.13,3,13.13
21,0,0,0,0,12.44,3,12.44
22,0,0,0,0,11.848,3,11.848
23,0,0,0,0,11.314,3,11.314
0,0,0,0,0,10.836,3,10.836
1,0,0,0,0,10.342,3,10.342
2,0,0,0,0,9.914,2,9.914
3,0,0,0,0,9.572,2,9.572
4,0,0,0,0,9.355,2,9.355
5,0,0,0,0,9.34,2,9.34
6,0,0,0,0,11.586,2,11.586
7,392,83,276.765,880.303,15.043,1,21.71
8,639,124,568.678,1762.438,18.739,1,35.646
9,761,142,789.244,2340.778,21.981,1,46.298
10,816,156,927.206,2666.625,23.639,1,52.483
11,839,163,985.873,2788.371,24.749,1,55.588
12,836,165,959.224,2713.511,25.203,1,55.515
13,807,161,855.485,2511.237,25.022,2,48.287
14,750,148,677.683,2029.641,24.104,2,42.74
15,604,144,449.4,1358.826,22.276,2,34.652
16,296,100,192.672,567.626,18.915,1,25.178
17,0,5,4.849,0,17.529,1,16.343
18,0,0,0,0,16.622,1,16.622
19,0,0,0,0,15.782,1,15.782
20,0,0,0,0,15.087,1,15.087
21,0,0,0,0,14.381,1,14.381
22,0,0,0,0,13.794,1,13.794
23,0,0,0,0,13.315,0,13.315
0,0,0,0,0,12.784,0,12.784
1,0,0,0,0,12.229,0,12.229
2,0,0,0,0,11.727,1,11.727
3,0,0,0,0,11.243,1,11.243
4,0,0,0,0,10.82,1,10.82
5,0,0,0,0,10.537,1,10.537
6,0,0,0,0,12.238,1,12.238
7,398,84,280.725,892.098,15.178,1,21.973
8,639,131,576.695,1784.022,18.923,1,36.078
9,752,158,800.319,2363.341,22.52,1,47.148
10,805,160,922.568,2643.979,24.441,1,53.147
11,835,180,1007.079,2728.396,25.672,0,63.29
12,833,180,979.257,2650.076,26.267,0,63.449
13,803,173,866.351,2387.055,26.075,0,59.971
14,741,157,681.991,1994.568,25.031,1,47.387
15,628,131,447.86,1328.268,23.175,1,38.178
16,306,100,194.607,569.291,19.903,1,26.222
17,0,1,0.97,0,18.548,1,17.274
18,0,0,0,0,18.025,1,18.025
19,0,0,0,0,17.548,0,17.548
20,0,0,0,0,17.219,0,17.219
21,0,0,0,0,16.852,0,16.852
22,0,0,0,0,16.482,0,16.482
23,0,0,0,0,16.163,0,16.163
0,0,0,0,0,15.553,1,15.553
1,0,0,0,0,15.087,1,15.087
2,0,0,0,0,14.78,1,14.78
3,0,0,0,0,14.522,1,14.522
4,0,0,0,0,14.39,1,14.39
5,0,0,0,0,14.375,0,14.375
6,0,0,0,0,16.103,0,16.103
7,346,88,261.495,814.799,18.305,0,26.518
8,601,128,548.988,1644.513,21.964,0,42.464
9,712,154,764.264,2168.365,25.932,0,54.674
10,770,169,906.302,2561.293,27.822,1,55.75
11,796,177,968.049,2689.07,28.886,1,58.891
12,795,177,942.38,2625.903,28.737,1,58.294
13,768,170,835.492,2371.717,27.933,1,54.607
14,709,155,659.412,1926.519,26.071,1,47.629
15,246,207,342.017,1045.299,24.163,1,35.929
16,282,103,192.01,563.564,22.355,2,26.93
17,0,1,0.97,0,21.121,2,19.995
18,0,0,0,0,20.148,2,20.148
19,0,0,0,0,19.283,2,19.283
20,0,0,0,0,18.621,2,18.621
21,0,0,0,0,18.074,2,18.074
22,0,0,0,0,17.67,2,17.67
23,0,0,0,0,17.4,2,17.4
0,0,0,0,0,17.179,2,17.179
1,0,0,0,0,17.025,2,17.025
2,0,0,0,0,16.993,1,16.993
3,0,0,0,0,17.127,1,17.127
4,0,0,0,0,17.386,1,17.386
5,0,0,0,0,17.49,0,17.49
6,0,0,0,0,17.735,0,17.735
7,152,98,177.351,564.595,18.558,0,23.277
8,584,126,536.137,1619.013,21.363,0,40.901
9,25,222,245.098,762.155,23.548,0,35.646
10,78,335,416.694,1277.101,24.289,0,40.189
11,0,149,143.282,445.303,24.887,0,32.399
12,0,139,133.439,422.924,24.905,1,27.869
13,0,140,134.52,427.275,24.568,1,27.507
14,0,114,109.242,345.932,24.274,2,25.981
15,0,141,139.582,447.536,23.52,2,25.942
16,0,36,34.534,98.33,21.268,2,20.884
17,0,1,0.97,0,19.851,2,18.141
18,0,0,0,0,19.061,2,19.061
19,0,0,0,0,18.532,2,18.532
20,0,0,0,0,18.522,2,18.522
21,0,0,0,0,18.454,2,18.454
22,0,0,0,0,18.213,2,18.213
23,0,0,0,0,17.936,2,17.936
0,0,0,0,0,17.675,1,17.675
1,0,0,0,0,17.321,1,17.321
2,0,0,0,0,16.907,1,16.907
3,0,0,0,0,16.421,2,16.421
4,0,0,0,0,15.827,2,15.827
5,0,0,0,0,15.255,2,15.255
6,0,0,0,0,16.621,2,16.621
7,0,42,39.836,118.117,19.178,2,18.398
8,0,121,116.242,372.222,23.046,3,24.425
9,0,128,122.687,387.315,26.05,3,27.846
10,0,157,151.179,473.684,28.343,2,31.236
11,0,134,128.534,397.973,29.724,2,32.148
12,0,165,159.092,493.84,30.308,2,33.483
13,0,141,135.488,417.822,30.171,1,33.428
14,0,115,110.209,340.063,28.9,1,31.21
15,0,81,77.483,236.736,27.203,1,28.289
16,0,37,35.521,100.184,24.28,0,23.619
17,0,2,1.94,0,23.695,0,20.781
18,0,0,0,0,22.86,1,22.86
19,0,0,0,0,21.859,1,21.859
20,0,0,0,0,20.808,1,20.808
21,0,0,0,0,19.759,2,19.759
22,0,0,0,0,18.673,2,18.673
23,0,0,0,0,17.803,2,17.803
0,0,0,0,0,17.055,2,17.055
1,0,0,0,0,16.443,2,16.443
2,0,0,0,0,15.906,2,15.906
3,0,0,0,0,15.751,1,15.751
4,0,0,0,0,16.048,1,16.048
5,0,0,0,0,16.217,1,16.217
6,0,0,0,0,17.323,1,17.323
7,383,82,272.207,837.776,20.067,0,28.728
8,597,128,547.959,1661.637,23.982,1,40.136
9,710,155,766.269,2231.839,26.443,1,49.828
10,235,352,590.187,1750.003,27.664,1,46.951
11,796,177,971.676,2721.105,28.425,1,57.431
12,797,178,948.974,2641.593,28.74,1,58.484
13,477,318,743.12,2135.432,28.402,1,52.582
14,8,195,196.503,608.632,27.497,1,35.256
15,31,196,214.029,673.576,26.004,1,31.779
16,85,109,151.104,465.407,23.701,1,27.544
17,0,2,1.94,0,22.267,1,20.92
18,0,0,0,0,21.366,2,21.366
19,0,0,0,0,20.495,2,20.495
20,0,0,0,0,19.722,1,19.722
21,0,0,0,0,19.093,1,19.093
22,0,0,0,0,18.585,1,18.585
23,0,0,0,0,18.206,1,18.206
0,0,0,0,0,17.83,1,17.83
1,0,0,0,0,17.35,1,17.35
2,0,0,0,0,17.035,1,17.035
3,0,0,0,0,16.841,1,16.841
4,0,0,0,0,16.656,1,16.656
5,0,0,0,0,16.417,1,16.417
6,0,0,0,0,18.072,1,18.072
7,44,82,101.22,320.236,21.168,1,22.255
8,412,201,499.814,1529.795,24.86,1,38.852
9,622,192,734.32,2148.109,26.781,1,49.08
10,766,170,908.055,2565.525,27.961,1,55.818
11,793,177,970,2698.997,28.512,1,58.599
12,579,290,864.392,2439.478,28.587,1,56.095
13,769,171,841.784,2389.417,28.108,1,54.655
14,712,156,666.081,1937.307,26.843,1,48.576
15,605,131,439.717,1295.728,25.149,1,39.799
16,403,87,198.565,558.06,23.166,2,28.242
17,0,10,9.698,12.934,21.849,2,21.005
18,0,0,0,0,21.258,2,21.258
19,0,0,0,0,20.604,2,20.604
20,0,0,0,0,19.854,2,19.854
21,0,0,0,0,19.182,2,19.182
22,0,0,0,0,18.651,1,18.651
23,0,0,0,0,18.275,1,18.275
0,0,0,0,0,18.139,1,18.139
1,0,0,0,0,18.18,1,18.18
2,0,0,0,0,17.921,1,17.921
3,0,0,0,0,17.532,1,17.532
4,0,0,0,0,17.037,1,17.037
5,0,0,0,0,16.802,1,16.802
6,0,0,0,0,18.482,1,18.482
7,390,84,278.049,858.826,21.418,1,28.184
8,603,129,554.189,1690.325,25.242,2,39.041
9,715,156,773.232,2277.823,27.669,2,47.694
10,776,171,919.457,2670.842,29.16,3,50.661
11,803,178,981.859,2812.192,30.143,3,53.293
12,803,179,957.973,2742.09,30.629,3,53.379
13,779,172,852.212,2468.095,30.531,3,50.926
14,722,157,674.739,1988.871,29.796,3,46.052
15,617,132,447.007,1322.611,28.308,3,39.034
16,417,89,204.13,566.833,25.428,2,30.701
17,0,2,1.94,0,23.465,3,22.527
18,0,0,0,0,22.48,3,22.48
19,0,0,0,0,21.518,3,21.518
20,0,0,0,0,20.6,3,20.6
21,0,0,0,0,19.931,3,19.931
22,0,0,0,0,19.316,3,19.316
23,0,0,0,0,18.79,3,18.79
0,0,0,0,0,18.408,3,18.408
1,0,0,0,0,18.121,2,18.121
2,0,0,0,0,17.854,2,17.854
3,0,0,0,0,17.66,2,17.66
4,0,0,0,0,17.546,1,17.546
5,0,0,0,0,17.497,1,17.497
6,0,1,0.945,0,18.848,1,16.535
7,60,105,132.707,423.331,21.314,1,23.437
8,105,222,296.344,931.268,25.544,1,33.551
9,242,295,520.354,1572.828,27.554,1,42.946
10,78,343,424.67,1290.221,28.393,1,41.932
11,271,394,690.862,1971.077,28.539,0,54.241
12,541,326,868.423,2391.915,28.106,0,60.488
13,774,172,849.045,2338.878,27.334,0,60.091
14,717,157,672.117,1900.74,26.276,0,53.851
15,29,184,198.873,622.685,24.881,1,32.394
16,12,103,115.643,366.873,22.872,2,24.934
17,0,2,1.94,0,21.313,2,19.956
18,0,0,0,0,20.097,3,20.097
19,0,0,0,0,19.153,3,19.153
20,0,0,0,0,18.506,3,18.506
21,0,0,0,0,17.983,3,17.983
22,0,0,0,0,17.516,2,17.516
23,0,0,0,0,17.081,2,17.081
0,0,0,0,0,16.627,2,16.627
1,0,0,0,0,16.143,2,16.143
2,0,0,0,0,15.601,2,15.601
3,0,0,0,0,15.004,2,15.004
4,0,0,0,0,14.367,3,14.367
5,0,0,0,0,13.747,3,13.747
6,0,1,0.945,0,14.289,3,12.563
7,91,106,152.67,498.874,16.63,3,18.667
8,229,211,381.807,1237.876,19.36,3,27.301
9,570,231,731.636,2262.086,21.801,3,38.391
10,798,174,945.304,2815.48,23.719,3,45.865
11,829,181,1006.89,2947.28,25.252,3,49.177
12,838,182,996.099,2902.099,26.234,3,50.021
13,821,176,893.598,2629.927,26.343,3,47.852
14,770,162,714.245,2143.204,25.301,3,42.617
15,663,133,471.146,1423.842,23.414,3,34.808
16,402,100,210.866,606.898,20.135,2,25.618
17,0,6,5.819,0,17.756,2,16.74
18,0,0,0,0,16.609,2,16.609
19,0,0,0,0,15.614,2,15.614
20,0,0,0,0,14.692,2,14.692
21,0,0,0,0,13.848,2,13.848
22,0,0,0,0,13.058,2,13.058
23,0,0,0,0,12.356,3,12.356
0,0,0,0,0,11.717,3,11.717
1,0,0,0,0,11.176,3,11.176
2,0,0,0,0,10.707,3,10.707
3,0,0,0,0,10.311,3,10.311
4,0,0,0,0,9.981,3,9.981
5,0,0,0,0,9.844,2,9.844
6,0,1,0.945,0,12.226,2,10.185
7,386,95,288.988,923.585,15.824,2,21.801
8,655,130,591.961,1841.805,20.255,2,35.118
9,770,161,826.869,2422.528,23.342,1,48.72
10,827,177,976.6,2757.576,25.701,1,55.864
11,852,184,1033.383,2861.079,27.358,1,59.429
12,851,184,1011.552,2795.245,28.103,1,59.748
13,826,177,899.855,2526.856,27.969,1,56.608
14,770,162,715.022,2103.451,26.867,2,46.467
15,626,151,472.356,1409.528,24.836,2,37.879
16,322,109,205.481,602.091,21.206,2,26.556
17,0,3,2.91,0,18.629,3,17.598
18,0,0,0,0,17.207,3,17.207
19,0,0,0,0,15.924,3,15.924
20,0,0,0,0,14.898,2,14.898
21,0,0,0,0,14.101,2,14.101
22,0,0,0,0,13.441,2,13.441
23,0,0,0,0,12.891,2,12.891
0,0,0,0,0,12.384,2,12.384
1,0,0,0,0,11.919,2,11.919
2,0,0,0,0,11.487,2,11.487
3,0,0,0,0,11.078,2,11.078
4,0,0,0,0,10.727,2,10.727
5,0,0,0,0,10.511,2,10.511
6,0,1,0.945,0,12.903,2,10.878
7,439,90,308.497,978.922,16.463,2,22.971
8,656,132,595.509,1846.923,20.796,2,35.8
9,769,162,828.14,2469.63,23.72,2,45.336
10,826,177,976.849,2822.298,25.822,2,51.617
11,851,184,1033.68,2937.503,27.199,2,54.684
12,850,184,1011.762,2872.242,27.763,2,54.851
13,825,177,899.987,2593.173,27.489,2,51.866
14,769,162,715.07,2108.769,26.399,2,46.016
15,664,137,476.604,1421.521,24.45,2,37.606
16,419,101,216.369,619.014,20.978,2,26.631
17,0,3,2.91,0,18.446,3,17.441
18,0,0,0,0,17.173,3,17.173
19,0,0,0,0,16.087,2,16.087
20,0,0,0,0,15.248,2,15.248
21,0,0,0,0,14.602,2,14.602
22,0,0,0,0,14.043,2,14.043
23,0,0,0,0,13.556,2,13.556
0,0,0,0,0,13.133,2,13.133
1,0,0,0,0,12.782,2,12.782
2,0,0,0,0,12.45,2,12.45
3,0,0,0,0,12.091,2,12.091
4,0,0,0,0,11.707,2,11.707
5,0,0,0,0,11.462,2,11.462
6,0,2,1.89,0,13.878,2,11.904
7,446,90,312.108,980.206,17.375,1,25.188
8,658,135,600.804,1826.303,21.937,1,39.847
9,766,162,826.674,2396.197,25.464,1,50.759
10,823,177,975.229,2631.256,27.935,0,64.009
11,847,184,1031.055,2725.709,29.375,0,67.544
12,846,184,1009.131,2665.314,29.907,0,67.673
13,821,177,897.556,2415.515,29.585,0,64.195
14,765,162,713.011,1978.919,28.443,0,57.325
15,660,137,474.99,1383.932,26.408,1,42.248
16,427,101,218.502,618.707,22.848,2,28.565
17,0,3,2.91,0,20.571,2,19.574
18,0,0,0,0,19.286,2,19.286
19,0,0,0,0,18.037,2,18.037
20,0,0,0,0,16.964,2,16.964
21,0,0,0,0,16.104,2,16.104
22,0,0,0,0,15.466,2,15.466
23,0,0,0,0,14.947,2,14.947
0,0,0,0,0,14.55,2,14.55
1,0,0,0,0,14.193,2,14.193
2,0,0,0,0,13.947,2,13.947
3,0,0,0,0,13.728,2,13.728
4,0,0,0,0,13.502,2,13.502
5,0,0,0,0,13.362,2,13.362
6,0,3,2.835,0,15.609,2,13.706
7,407,97,301.817,944.539,18.912,1,26.413
8,654,135,598.882,1808.689,23.38,1,41.152
9,762,161,823.292,2371.997,26.774,1,51.903
10,819,177,967.51,2691.434,28.901,1,58.598
11,844,184,1029.364,2811.248,30.149,1,61.88
12,844,184,1002.755,2739.734,30.561,1,61.785
13,820,177,897.601,2493.514,30.177,1,58.584
14,764,163,713.991,2038.857,28.97,1,52.136
15,662,138,477.301,1386.935,26.921,1,42.817
16,456,96,221.258,620.445,23.334,2,29.135
17,0,4,3.879,0,20.866,2,19.913
18,0,0,0,0,19.649,2,19.649
19,0,0,0,0,18.679,2,18.679
20,0,0,0,0,17.963,1,17.963
21,0,0,0,0,17.503,1,17.503
22,0,0,0,0,17.148,1,17.148
23,0,0,0,0,16.75,1,16.75
0,0,0,0,0,16.309,1,16.309
1,0,0,0,0,15.852,1,15.852
2,0,0,0,0,15.595,1,15.595
3,0,0,0,0,15.369,1,15.369
4,0,0,0,0,14.949,2,14.949
5,0,0,0,0,14.877,1,14.877
6,0,5,4.727,0,17.138,1,14.885
7,386,99,294.433,916.985,20.339,1,27.629
8,643,135,592.236,1777.731,24.865,1,42.377
9,749,161,813.482,2330.865,28.177,1,52.946
10,805,176,959.64,2658.589,29.963,1,59.35
11,829,183,1014.97,2837.297,30.912,2,57.723
12,829,183,994.201,2780.827,31.138,2,57.595
13,804,176,883.886,2512.916,30.576,2,54.39
14,748,161,701.502,2043.592,29.259,2,48.413
15,645,136,467.169,1387.933,27.257,3,38.509
16,450,94,217.886,611.507,23.936,3,28.825
17,0,5,4.849,0,21.409,3,20.524
18,0,0,0,0,20.295,3,20.295
19,0,0,0,0,19.44,2,19.44
20,0,0,0,0,18.753,2,18.753
21,0,0,0,0,18.27,2,18.27
22,0,0,0,0,18.06,2,18.06
23,0,0,0,0,17.878,2,17.878
0,0,0,0,0,17.647,2,17.647
1,0,0,0,0,17.34,2,17.34
2,0,0,0,0,17.153,2,17.153
3,0,0,0,0,16.91,2,16.91
4,0,0,0,0,16.504,2,16.504
5,0,0,0,0,16.283,2,16.283
6,0,4,3.781,0,18.701,2,16.912
7,432,91,307.731,951.66,22.119,2,28.661
8,635,135,587.597,1773.929,26.569,2,41.288
9,742,160,807.56,2350.225,29.134,2,50.049
10,800,175,950.033,2686.658,30.754,2,55.635
11,826,182,1012.16,2819.413,31.688,2,58.371
12,827,183,993.306,2766.602,31.975,2,58.364
13,803,176,883.827,2499.728,31.581,2,55.351
14,748,162,703.069,2036.186,30.375,2,49.537
15,645,137,468.421,1382.634,28.559,3,39.839
16,452,95,219.337,608.752,25.453,2,31.194
17,0,4,3.879,0,23.125,2,22.23
18,0,0,0,0,22.029,3,22.029
19,0,0,0,0,21.021,3,21.021
20,0,0,0,0,20.166,3,20.166
21,0,0,0,0,19.456,2,19.456
22,0,0,0,0,18.908,2,18.908
23,0,0,0,0,18.462,2,18.462
0,0,0,0,0,18.032,2,18.032
1,0,0,0,0,17.638,2,17.638
2,0,0,0,0,17.262,2,17.262
3,0,0,0,0,16.856,2,16.856
4,0,0,0,0,16.533,2,16.533
5,0,0,0,0,16.431,2,16.431
6,0,5,4.727,0,18.925,2,17.169
7,193,114,213.988,672.92,22.233,1,27.009
8,501,170,530.877,1599.456,26.555,1,41.921
9,601,212,745.294,2147.449,29.401,1,52.02
10,736,207,930.539,2578.229,31.059,1,59.373
11,825,183,1013.334,2749.131,32.018,1,63.077
12,743,227,961.93,2622.217,32.251,1,62.245
13,799,176,881.186,2435.983,31.762,1,59.496
14,63,240,286.955,867.624,30.387,1,41.411
15,185,230,334.417,1015.468,28.476,1,38.354
16,0,43,41.097,116.866,26.059,1,27.053
17,0,4,3.879,0,24.21,1,22.438
18,0,0,0,0,23.176,2,23.176
19,0,0,0,0,22.242,2,22.242
20,0,0,0,0,21.442,2,21.442
21,0,0,0,0,20.695,2,20.695
22,0,0,0,0,20.085,1,20.085
23,0,0,0,0,19.583,1,19.583
0,0,0,0,0,19.299,1,19.299
1,0,0,0,0,19.115,1,19.115
2,0,0,0,0,18.995,1,18.995
3,0,0,0,0,18.82,1,18.82
4,0,0,0,0,18.581,0,18.581
5,0,0,0,0,18.44,0,18.44
6,0,9,8.513,9.51,19.513,0,16.174
7,381,104,298.405,910.169,22.53,0,32.302
8,633,135,587.79,1703.508,27.378,0,49.177
9,736,160,804.515,2216.889,30.209,0,60.074
10,792,175,944.775,2596.742,31.946,1,60.791
11,816,182,1004.612,2715.035,32.941,1,63.761
12,282,419,719.459,2023.893,33.295,1,56.801
13,607,284,829.418,2357.594,32.875,2,54.57
14,526,240,628.532,1835.041,31.272,2,48.441
15,639,137,465.782,1359.934,29.455,2,42.029
16,397,108,217.469,611.088,27.011,3,31.926
17,0,6,5.819,0,24.399,3,23.615
18,0,0,0,0,22.288,3,22.288
19,0,0,0,0,20.682,3,20.682
20,0,0,0,0,19.613,3,19.613
21,0,0,0,0,18.887,2,18.887
22,0,0,0,0,18.34,2,18.34
23,0,0,0,0,17.874,2,17.874
0,0,0,0,0,17.45,2,17.45
1,0,0,0,0,17.011,2,17.011
2,0,0,0,0,16.555,2,16.555
3,0,0,0,0,16.166,2,16.166
4,0,0,0,0,15.854,2,15.854
5,0,0,0,0,15.85,2,15.85
6,0,11,10.407,16.137,18.365,1,16.347
7,466,95,329.449,1013.4,21.64,1,30.062
8,664,138,612.88,1823.092,26.025,1,44.246
9,766,163,833.926,2372.813,28.891,1,54.258
10,820,178,975.299,2685.404,30.618,1,60.446
11,843,185,1035.117,2802.332,31.624,1,63.425
